gene_id_x,snp_count,exon_length,snp_density,gene_norm_x,gene_map,gene_id_y,expression,gene_norm_y
rna-NM_001298392.1,64,1644,0.038929440389294405,NM_001298392,FBgn0030742,FBgn0030742,1.1422924901185767,FBgn0030742
rna-NM_132891.2,64,1647,0.03885853066180935,NM_132891,FBgn0030742,FBgn0030742,1.1422924901185767,FBgn0030742
rna-NM_001272680.2,52,985,0.05279187817258883,NM_001272680,FBgn0030743,FBgn0030743,40.29249011857708,FBgn0030743
rna-NM_001272679.2,28,685,0.040875912408759124,NM_001272679,FBgn0030743,FBgn0030743,40.29249011857708,FBgn0030743
rna-NM_206762.3,232,4240,0.05471698113207547,NM_206762,FBgn0278608,FBgn0278608,184.57707509881422,FBgn0278608
rna-NM_080715.4,251,4511,0.05564176457548215,NM_080715,FBgn0278608,FBgn0278608,184.57707509881422,FBgn0278608
rna-NM_167503.3,218,3990,0.05463659147869674,NM_167503,FBgn0278608,FBgn0278608,184.57707509881422,FBgn0278608
rna-NM_167504.2,206,3915,0.05261813537675607,NM_167504,FBgn0278608,FBgn0278608,184.57707509881422,FBgn0278608
rna-NM_001298393.1,146,2359,0.06189063162356931,NM_001298393,FBgn0278608,FBgn0278608,184.57707509881422,FBgn0278608
rna-NM_167502.3,187,2903,0.0644161212538753,NM_167502,FBgn0278608,FBgn0278608,184.57707509881422,FBgn0278608
rna-NM_001144731.3,143,2205,0.06485260770975057,NM_001144731,FBgn0278608,FBgn0278608,184.57707509881422,FBgn0278608
rna-NM_057378.3,199,5678,0.0350475519549137,NM_057378,FBgn0003416,FBgn0003416,40.86166007905138,FBgn0003416
rna-NM_057543.4,89,1527,0.058284217419777344,NM_057543,FBgn0005411,FBgn0005411,52.52569169960474,FBgn0005411
rna-NM_001258781.2,83,1473,0.05634758995247793,NM_001258781,FBgn0005411,FBgn0005411,52.52569169960474,FBgn0005411
rna-NM_001258780.1,86,1371,0.06272793581327499,NM_001258780,FBgn0005411,FBgn0005411,52.52569169960474,FBgn0005411
rna-NM_001258779.1,82,1344,0.06101190476190476,NM_001258779,FBgn0005411,FBgn0005411,52.52569169960474,FBgn0005411
rna-NM_001298394.1,135,1704,0.07922535211267606,NM_001298394,FBgn0086448,FBgn0086448,33.40316205533597,FBgn0086448
rna-NM_144473.5,130,1573,0.08264462809917356,NM_144473,FBgn0086448,FBgn0086448,33.40316205533597,FBgn0086448
rna-NM_167505.2,186,2358,0.07888040712468193,NM_167505,FBgn0004227,FBgn0004227,175.36363636363637,FBgn0004227
rna-NM_001298395.1,553,6746,0.08197450340942782,NM_001298395,FBgn0004227,FBgn0004227,175.36363636363637,FBgn0004227
rna-NM_001014747.2,361,5008,0.07208466453674121,NM_001014747,FBgn0004227,FBgn0004227,175.36363636363637,FBgn0004227
rna-NM_078643.3,295,3747,0.07872965038697624,NM_078643,FBgn0004227,FBgn0004227,175.36363636363637,FBgn0004227
rna-NM_206763.2,369,5774,0.06390717007273987,NM_206763,FBgn0004598,FBgn0004598,91.79169960474306,FBgn0004598
rna-NM_167510.3,366,5770,0.0634315424610052,NM_167510,FBgn0004598,FBgn0004598,91.79169960474306,FBgn0004598
rna-NM_167506.3,358,5559,0.06440007195538766,NM_167506,FBgn0004598,FBgn0004598,91.79169960474306,FBgn0004598
rna-NM_001169302.2,359,5601,0.06409569719692912,NM_001169302,FBgn0004598,FBgn0004598,91.79169960474306,FBgn0004598
rna-NM_078644.4,358,5550,0.0645045045045045,NM_078644,FBgn0004598,FBgn0004598,91.79169960474306,FBgn0004598
rna-NM_001169303.2,353,5478,0.06443957648776925,NM_001169303,FBgn0004598,FBgn0004598,91.79169960474306,FBgn0004598
rna-NM_167507.3,368,5659,0.0650291570948931,NM_167507,FBgn0004598,FBgn0004598,91.79169960474306,FBgn0004598
rna-NM_167508.2,364,5593,0.06508135168961202,NM_167508,FBgn0004598,FBgn0004598,91.79169960474306,FBgn0004598
rna-NM_167509.3,363,5653,0.06421369184503803,NM_167509,FBgn0004598,FBgn0004598,91.79169960474306,FBgn0004598
rna-NM_167514.2,102,1406,0.07254623044096728,NM_167514,FBgn0030744,FBgn0030744,26.010276679841905,FBgn0030744
rna-NM_167511.2,120,1594,0.07528230865746549,NM_167511,FBgn0030744,FBgn0030744,26.010276679841905,FBgn0030744
rna-NM_132893.3,121,1608,0.07524875621890548,NM_132893,FBgn0030744,FBgn0030744,26.010276679841905,FBgn0030744
rna-NM_167513.2,105,1380,0.07608695652173914,NM_167513,FBgn0030744,FBgn0030744,26.010276679841905,FBgn0030744
rna-NM_167512.2,105,1340,0.07835820895522388,NM_167512,FBgn0030744,FBgn0030744,26.010276679841905,FBgn0030744
rna-NM_167515.2,108,2028,0.05325443786982249,NM_167515,FBgn0030745,FBgn0030745,5.278260869565191,FBgn0030745
rna-NM_132894.3,102,1741,0.05858701895462378,NM_132894,FBgn0030745,FBgn0030745,5.278260869565191,FBgn0030745
rna-NM_167516.2,101,1824,0.05537280701754386,NM_167516,FBgn0030745,FBgn0030745,5.278260869565191,FBgn0030745
rna-NM_001298396.1,118,1756,0.06719817767653759,NM_001298396,FBgn0030745,FBgn0030745,5.278260869565191,FBgn0030745
rna-NM_132895.3,144,2297,0.06269046582498912,NM_132895,FBgn0010416,FBgn0010416,114.73913043478261,FBgn0010416
rna-NM_001298397.1,123,1967,0.06253177427554651,NM_001298397,FBgn0010416,FBgn0010416,114.73913043478261,FBgn0010416
rna-NM_078645.3,528,7899,0.0668439042916825,NM_078645,FBgn0004367,FBgn0004367,7.195256916996039,FBgn0004367
rna-NM_001272686.1,91,1905,0.047769028871391075,NM_001272686,FBgn0030749,FBgn0030749,35.62845849802372,FBgn0030749
rna-NM_001272689.1,138,2927,0.04714724974376495,NM_001272689,FBgn0030749,FBgn0030749,35.62845849802372,FBgn0030749
rna-NM_001272687.1,114,2485,0.045875251509054325,NM_001272687,FBgn0030749,FBgn0030749,35.62845849802372,FBgn0030749
rna-NM_001272688.1,71,1375,0.05163636363636363,NM_001272688,FBgn0030749,FBgn0030749,35.62845849802372,FBgn0030749
rna-NM_001272685.1,76,1429,0.05318404478656403,NM_001272685,FBgn0030749,FBgn0030749,35.62845849802372,FBgn0030749
rna-NM_078646.3,68,1233,0.055150040551500405,NM_078646,FBgn0030749,FBgn0030749,35.62845849802372,FBgn0030749
rna-NM_167519.2,86,1731,0.04968226458694396,NM_167519,FBgn0030749,FBgn0030749,35.62845849802372,FBgn0030749
rna-NM_001144732.2,540,8763,0.06162273194111605,NM_001144732,FBgn0026575,FBgn0026575,244.4822134387352,FBgn0026575
rna-NM_167520.3,475,7971,0.059591017438213524,NM_167520,FBgn0026575,FBgn0026575,244.4822134387352,FBgn0026575
rna-NM_167521.3,471,7876,0.059801929913661754,NM_167521,FBgn0026575,FBgn0026575,244.4822134387352,FBgn0026575
rna-NM_001298398.2,93,1820,0.0510989010989011,NM_001298398,FBgn0030752,FBgn0030752,162.52569169960475,FBgn0030752
rna-NM_132900.3,62,1261,0.04916732751784298,NM_132900,FBgn0030752,FBgn0030752,162.52569169960475,FBgn0030752
rna-NM_132901.3,112,2186,0.05123513266239707,NM_132901,FBgn0030753,FBgn0030753,134.0909090909091,FBgn0030753
rna-NM_001298399.1,113,2216,0.050992779783393505,NM_001298399,FBgn0030753,FBgn0030753,134.0909090909091,FBgn0030753
rna-NM_001298400.1,101,1519,0.06649111257406189,NM_001298400,FBgn0261609,FBgn0261609,55.383399209486164,FBgn0261609
rna-NM_132902.4,81,1200,0.0675,NM_132902,FBgn0261609,FBgn0261609,55.383399209486164,FBgn0261609
rna-NM_001038759.2,55,594,0.09259259259259259,NM_001038759,FBgn0054015,FBgn0054015,54.683794466403164,FBgn0054015
rna-NM_080220.5,235,3898,0.060287326834273985,NM_080220,FBgn0262734,FBgn0262734,372.6837944664032,FBgn0262734
rna-NM_167522.5,235,3895,0.06033376123234917,NM_167522,FBgn0262734,FBgn0262734,372.6837944664032,FBgn0262734
rna-NM_001298401.1,151,2730,0.05531135531135531,NM_001298401,FBgn0262734,FBgn0262734,372.6837944664032,FBgn0262734
rna-NM_206764.3,147,2640,0.05568181818181818,NM_206764,FBgn0262734,FBgn0262734,372.6837944664032,FBgn0262734
rna-NM_001298402.1,147,2816,0.052201704545454544,NM_001298402,FBgn0262734,FBgn0262734,372.6837944664032,FBgn0262734
rna-NM_001272691.2,264,5059,0.05218422613164657,NM_001272691,FBgn0030757,FBgn0030757,5.152964426877443,FBgn0030757
rna-NM_132905.3,189,3613,0.05231109880985331,NM_132905,FBgn0030757,FBgn0030757,5.152964426877443,FBgn0030757
rna-NM_001103531.2,124,2475,0.050101010101010104,NM_001103531,FBgn0011742,FBgn0011742,335.4189723320158,FBgn0011742
rna-NM_078648.4,102,2219,0.04596665164488508,NM_078648,FBgn0011742,FBgn0011742,335.4189723320158,FBgn0011742
rna-NM_001272692.1,103,2217,0.04645917907081642,NM_001272692,FBgn0011742,FBgn0011742,335.4189723320158,FBgn0011742
rna-NM_001258786.3,252,5390,0.046753246753246755,NM_001258786,FBgn0011826,FBgn0011826,157.20158102766797,FBgn0011826
rna-NM_001258787.2,187,4551,0.04108987035816304,NM_001258787,FBgn0011826,FBgn0011826,157.20158102766797,FBgn0011826
rna-NM_078649.4,127,3253,0.03904088533661236,NM_078649,FBgn0011826,FBgn0011826,157.20158102766797,FBgn0011826
rna-NM_001258788.2,486,7965,0.061016949152542375,NM_001258788,FBgn0267912,FBgn0267912,65.08260869565218,FBgn0267912
rna-NM_167524.3,442,6837,0.06464823753108088,NM_167524,FBgn0267912,FBgn0267912,65.08260869565218,FBgn0267912
rna-NM_001272693.2,283,4007,0.07062640379336162,NM_001272693,FBgn0267912,FBgn0267912,65.08260869565218,FBgn0267912
rna-NM_167523.3,222,3052,0.0727391874180865,NM_167523,FBgn0267912,FBgn0267912,65.08260869565218,FBgn0267912
rna-NM_132906.3,57,1058,0.05387523629489603,NM_132906,FBgn0030759,FBgn0030759,5.115810276679826,FBgn0030759
rna-NM_078650.3,275,4020,0.06840796019900497,NM_078650,FBgn0015615,FBgn0015615,154.0,FBgn0015615
rna-NM_001298405.1,91,1886,0.048250265111346766,NM_001298405,FBgn0267384,FBgn0267384,60.84189723320158,FBgn0267384
rna-NM_079945.4,70,1435,0.04878048780487805,NM_079945,FBgn0267384,FBgn0267384,60.84189723320158,FBgn0267384
rna-NM_132907.3,251,3361,0.07468015471585837,NM_132907,FBgn0030761,FBgn0030761,27.35612648221344,FBgn0030761
rna-NM_001272695.2,160,1967,0.0813421453990849,NM_001272695,FBgn0030761,FBgn0030761,27.35612648221344,FBgn0030761
rna-NM_001272694.2,163,1971,0.08269913749365804,NM_001272694,FBgn0030761,FBgn0030761,27.35612648221344,FBgn0030761
rna-NM_001144734.2,437,7927,0.055128043395988396,NM_001144734,FBgn0061200,FBgn0061200,115.48616600790514,FBgn0061200
rna-NM_001103532.3,435,7981,0.05450444806415236,NM_001103532,FBgn0061200,FBgn0061200,115.48616600790514,FBgn0061200
rna-NM_132908.5,431,7843,0.0549534616855795,NM_132908,FBgn0061200,FBgn0061200,115.48616600790514,FBgn0061200
rna-NM_078651.4,168,3269,0.05139186295503212,NM_078651,FBgn0025743,FBgn0025743,89.4703557312253,FBgn0025743
rna-NM_132909.3,87,1406,0.061877667140825036,NM_132909,FBgn0030763,FBgn0030763,5.179446640316206,FBgn0030763
rna-NM_001298407.1,236,5220,0.045210727969348656,NM_001298407,FBgn0026181,FBgn0026181,85.87747035573122,FBgn0026181
rna-NM_001298406.1,370,7163,0.05165433477593187,NM_001298406,FBgn0026181,FBgn0026181,85.87747035573122,FBgn0026181
rna-NM_080535.3,372,7190,0.051738525730180805,NM_080535,FBgn0026181,FBgn0026181,85.87747035573122,FBgn0026181
rna-NM_001298408.1,243,5293,0.04590969204609862,NM_001298408,FBgn0026181,FBgn0026181,85.87747035573122,FBgn0026181
rna-NM_001298409.1,25,949,0.026343519494204427,NM_001298409,FBgn0010412,FBgn0010412,824.1264822134387,FBgn0010412
rna-NM_167527.3,38,925,0.04108108108108108,NM_167527,FBgn0010412,FBgn0010412,824.1264822134387,FBgn0010412
rna-NM_167526.3,19,642,0.029595015576323987,NM_167526,FBgn0010412,FBgn0010412,824.1264822134387,FBgn0010412
rna-NM_078652.4,17,620,0.027419354838709678,NM_078652,FBgn0010412,FBgn0010412,824.1264822134387,FBgn0010412
rna-NM_001298410.1,18,678,0.02654867256637168,NM_001298410,FBgn0010412,FBgn0010412,824.1264822134387,FBgn0010412
rna-NM_132911.3,15,483,0.031055900621118012,NM_132911,FBgn0261791,FBgn0261791,151.18577075098815,FBgn0261791
rna-NM_001144737.2,14,432,0.032407407407407406,NM_001144737,FBgn0261791,FBgn0261791,151.18577075098815,FBgn0261791
rna-NM_001298411.1,197,5083,0.03875663977965768,NM_001298411,FBgn0030766,FBgn0030766,35.55335968379447,FBgn0030766
rna-NM_132912.2,174,4471,0.03891746812793558,NM_132912,FBgn0030766,FBgn0030766,35.55335968379447,FBgn0030766
rna-NM_132914.4,57,1729,0.03296703296703297,NM_132914,FBgn0030768,FBgn0030768,17.537549407114625,FBgn0030768
rna-NM_078653.2,207,7057,0.029332577582542155,NM_078653,FBgn0003189,FBgn0003189,2.3217391304347843,FBgn0003189
rna-NM_206765.3,206,6946,0.029657356752087534,NM_206765,FBgn0003189,FBgn0003189,2.3217391304347843,FBgn0003189
rna-NM_001298414.1,211,6875,0.03069090909090909,NM_001298414,FBgn0003189,FBgn0003189,2.3217391304347843,FBgn0003189
rna-NM_057429.3,59,2575,0.0229126213592233,NM_057429,FBgn0000152,FBgn0000152,20.616600790513836,FBgn0000152
rna-NM_167530.2,59,2444,0.02414075286415712,NM_167530,FBgn0259923,FBgn0259923,25.36284584980241,FBgn0259923
rna-NM_167531.2,64,2582,0.024786986831913247,NM_167531,FBgn0259923,FBgn0259923,25.36284584980241,FBgn0259923
rna-NM_167534.2,71,2750,0.025818181818181817,NM_167534,FBgn0259923,FBgn0259923,25.36284584980241,FBgn0259923
rna-NM_132919.3,76,2896,0.026243093922651933,NM_132919,FBgn0259923,FBgn0259923,25.36284584980241,FBgn0259923
rna-NM_167533.2,76,2915,0.02607204116638079,NM_167533,FBgn0259923,FBgn0259923,25.36284584980241,FBgn0259923
rna-NM_167532.2,76,2919,0.02603631380609798,NM_167532,FBgn0259923,FBgn0259923,25.36284584980241,FBgn0259923
rna-NM_206766.2,53,2433,0.02178380600082203,NM_206766,FBgn0259923,FBgn0259923,25.36284584980241,FBgn0259923
rna-NM_001298420.1,170,3646,0.04662643993417444,NM_001298420,FBgn0027528,FBgn0027528,54.3201581027668,FBgn0027528
rna-NM_132932.3,170,3661,0.04643540016388965,NM_132932,FBgn0027528,FBgn0027528,54.3201581027668,FBgn0027528
rna-NM_001298421.1,164,3281,0.04998476074367571,NM_001298421,FBgn0027528,FBgn0027528,54.3201581027668,FBgn0027528
rna-NM_167544.2,214,5649,0.03788281111701186,NM_167544,FBgn0001250,FBgn0001250,6.171541501976285,FBgn0001250
rna-NM_078654.2,221,5724,0.03860936408106219,NM_078654,FBgn0001250,FBgn0001250,6.171541501976285,FBgn0001250
rna-NM_001169306.2,223,5683,0.039239838113672355,NM_001169306,FBgn0001250,FBgn0001250,6.171541501976285,FBgn0001250
rna-NM_001169307.1,224,5818,0.03850120316259883,NM_001169307,FBgn0001250,FBgn0001250,6.171541501976285,FBgn0001250
rna-NM_078655.4,20,973,0.020554984583761562,NM_078655,FBgn0030786,FBgn0030786,8.07865612648221,FBgn0030786
rna-NM_132933.3,29,1834,0.015812431842966195,NM_132933,FBgn0030787,FBgn0030787,42.70909090909092,FBgn0030787
rna-NM_001298423.1,40,1994,0.020060180541624874,NM_001298423,FBgn0030788,FBgn0030788,452.25691699604744,FBgn0030788
rna-NM_132934.4,31,1669,0.018573996405032954,NM_132934,FBgn0030788,FBgn0030788,452.25691699604744,FBgn0030788
rna-NM_001298424.1,56,1647,0.03400121432908318,NM_001298424,FBgn0030789,FBgn0030789,16.487747035573122,FBgn0030789
rna-NM_132935.3,54,1599,0.03377110694183865,NM_132935,FBgn0030789,FBgn0030789,16.487747035573122,FBgn0030789
rna-NM_001316633.1,168,3669,0.04578904333605887,NM_001316633,FBgn0030790,FBgn0030790,148.92094861660078,FBgn0030790
rna-NM_001258790.2,128,2683,0.04770778978755125,NM_001258790,FBgn0030790,FBgn0030790,148.92094861660078,FBgn0030790
rna-NM_132936.4,89,1950,0.045641025641025644,NM_132936,FBgn0030790,FBgn0030790,148.92094861660078,FBgn0030790
rna-NM_206768.3,154,2545,0.06051080550098232,NM_206768,FBgn0030791,FBgn0030791,47.84584980237154,FBgn0030791
rna-NM_206767.3,137,1960,0.06989795918367347,NM_206767,FBgn0030791,FBgn0030791,47.84584980237154,FBgn0030791
rna-NM_001258791.1,124,1792,0.06919642857142858,NM_001258791,FBgn0030791,FBgn0030791,47.84584980237154,FBgn0030791
rna-NM_132938.4,48,942,0.050955414012738856,NM_132938,FBgn0030792,FBgn0030792,7.5664031620553205,FBgn0030792
rna-NM_206769.3,66,1329,0.04966139954853273,NM_206769,FBgn0030793,FBgn0030793,7.656126482213428,FBgn0030793
rna-NM_132940.4,100,2027,0.0493339911198816,NM_132940,FBgn0030794,FBgn0030794,7.493675889328042,FBgn0030794
rna-NM_167550.2,44,3129,0.014062000639181848,NM_167550,FBgn0030796,FBgn0030796,1.3723320158102756,FBgn0030796
rna-NM_001103535.2,42,2859,0.014690451206715634,NM_001103535,FBgn0030796,FBgn0030796,1.3723320158102756,FBgn0030796
rna-NM_001272699.1,51,3094,0.016483516483516484,NM_001272699,FBgn0030796,FBgn0030796,1.3723320158102756,FBgn0030796
rna-NM_167549.2,48,3022,0.01588352084712111,NM_167549,FBgn0030796,FBgn0030796,1.3723320158102756,FBgn0030796
rna-NM_001103534.2,46,2752,0.016715116279069766,NM_001103534,FBgn0030796,FBgn0030796,1.3723320158102756,FBgn0030796
rna-NM_132942.3,43,2892,0.014868603042876901,NM_132942,FBgn0030796,FBgn0030796,1.3723320158102756,FBgn0030796
rna-NM_132945.3,43,1283,0.03351519875292284,NM_132945,FBgn0030799,FBgn0030799,1.9371541501976335,FBgn0030799
rna-NM_132946.3,58,1707,0.03397773872290568,NM_132946,FBgn0030800,FBgn0030800,22.06600790513835,FBgn0030800
rna-NM_132947.5,61,1138,0.05360281195079086,NM_132947,FBgn0030801,FBgn0030801,13.217391304347826,FBgn0030801
rna-NM_206770.2,37,1080,0.03425925925925926,NM_206770,FBgn0030801,FBgn0030801,13.217391304347826,FBgn0030801
rna-NM_001272701.1,30,689,0.04354136429608128,NM_001272701,FBgn0030802,FBgn0030802,22.359683794466402,FBgn0030802
rna-NM_132948.4,38,729,0.05212620027434842,NM_132948,FBgn0030802,FBgn0030802,22.359683794466402,FBgn0030802
rna-NM_132949.2,77,1700,0.045294117647058825,NM_132949,FBgn0030803,FBgn0030803,42.976284584980235,FBgn0030803
rna-NM_001272702.1,68,1505,0.045182724252491695,NM_001272702,FBgn0030803,FBgn0030803,42.976284584980235,FBgn0030803
rna-NM_001298426.1,89,2118,0.042020774315391876,NM_001298426,FBgn0030805,FBgn0030805,60.869565217391305,FBgn0030805
rna-NM_132952.3,82,1866,0.04394426580921758,NM_132952,FBgn0030805,FBgn0030805,60.869565217391305,FBgn0030805
rna-NM_132953.3,65,1786,0.036394176931690926,NM_132953,FBgn0030806,FBgn0030806,28.035573122529645,FBgn0030806
rna-NM_132955.4,319,6046,0.052762156797882896,NM_132955,FBgn0030808,FBgn0030808,23.039525691699605,FBgn0030808
rna-NM_001042817.3,303,5681,0.05333568033796867,NM_001042817,FBgn0030808,FBgn0030808,23.039525691699605,FBgn0030808
rna-NM_132954.2,26,508,0.051181102362204724,NM_132954,FBgn0030807,FBgn0030807,40.01699604743084,FBgn0030807
rna-NM_001298427.1,142,7096,0.020011273957158963,NM_001298427,FBgn0030809,FBgn0030809,117.4703557312253,FBgn0030809
rna-NM_001258794.2,96,6241,0.015382150296426854,NM_001258794,FBgn0030809,FBgn0030809,117.4703557312253,FBgn0030809
rna-NM_132956.3,100,6383,0.015666614444618518,NM_132956,FBgn0030809,FBgn0030809,117.4703557312253,FBgn0030809
rna-NM_001258796.2,143,4773,0.029960192750890426,NM_001258796,FBgn0030812,FBgn0030812,256.5612648221344,FBgn0030812
rna-NM_132959.3,141,4532,0.031112091791703444,NM_132959,FBgn0030812,FBgn0030812,256.5612648221344,FBgn0030812
rna-NM_001272708.1,141,4532,0.031112091791703444,NM_001272708,FBgn0030812,FBgn0030812,256.5612648221344,FBgn0030812
rna-NM_001103538.4,131,4466,0.029332736229287955,NM_001103538,FBgn0030812,FBgn0030812,256.5612648221344,FBgn0030812
rna-NM_001272706.2,133,4511,0.029483484814896918,NM_001272706,FBgn0030812,FBgn0030812,256.5612648221344,FBgn0030812
rna-NM_001272707.1,137,4624,0.0296280276816609,NM_001272707,FBgn0030812,FBgn0030812,256.5612648221344,FBgn0030812
rna-NM_132960.3,70,2013,0.03477396920019871,NM_132960,FBgn0030813,FBgn0030813,60.00790513833992,FBgn0030813
rna-NM_167554.2,85,2339,0.036340316374519024,NM_167554,FBgn0030813,FBgn0030813,60.00790513833992,FBgn0030813
rna-NM_001144742.2,82,2177,0.037666513550757924,NM_001144742,FBgn0030817,FBgn0030817,200.88616600790513,FBgn0030817
rna-NM_167555.3,74,2087,0.03545759463344514,NM_167555,FBgn0030817,FBgn0030817,200.88616600790513,FBgn0030817
rna-NM_001272710.2,74,2084,0.03550863723608445,NM_001272710,FBgn0030817,FBgn0030817,200.88616600790513,FBgn0030817
rna-NM_001272709.2,82,2012,0.040755467196819085,NM_001272709,FBgn0030817,FBgn0030817,200.88616600790513,FBgn0030817
rna-NM_132964.3,70,1920,0.036458333333333336,NM_132964,FBgn0030817,FBgn0030817,200.88616600790513,FBgn0030817
rna-NM_132963.2,80,2433,0.032881216605014384,NM_132963,FBgn0030816,FBgn0030816,2.0561264822134406,FBgn0030816
rna-NM_132967.3,188,5088,0.036949685534591194,NM_132967,FBgn0260748,FBgn0260748,20.277865612648224,FBgn0260748
rna-NM_001201726.1,166,4573,0.03630002186748305,NM_001201726,FBgn0260748,FBgn0260748,20.277865612648224,FBgn0260748
rna-NM_001201725.2,164,4563,0.03594126671049748,NM_001201725,FBgn0260748,FBgn0260748,20.277865612648224,FBgn0260748
rna-NM_001316634.1,91,2075,0.04385542168674699,NM_001316634,FBgn0260748,FBgn0260748,20.277865612648224,FBgn0260748
rna-NM_001201727.1,82,1967,0.041687849517031014,NM_001201727,FBgn0260748,FBgn0260748,20.277865612648224,FBgn0260748
rna-NM_001298430.1,79,1800,0.04388888888888889,NM_001298430,FBgn0260748,FBgn0260748,20.277865612648224,FBgn0260748
rna-NM_001144743.2,285,6197,0.04598999515894788,NM_001144743,FBgn0002709,FBgn0002709,2.7541501976284595,FBgn0002709
rna-NM_001031897.3,223,5005,0.04455544455544456,NM_001031897,FBgn0002709,FBgn0002709,2.7541501976284595,FBgn0002709
rna-NM_001201728.1,180,4420,0.04072398190045249,NM_001201728,FBgn0002709,FBgn0002709,2.7541501976284595,FBgn0002709
rna-NM_167557.3,179,4124,0.04340446168768186,NM_167557,FBgn0002709,FBgn0002709,2.7541501976284595,FBgn0002709
rna-NM_078658.3,10,864,0.011574074074074073,NM_078658,FBgn0002590,FBgn0002590,1392.3280632411067,FBgn0002590
rna-NM_001298431.1,10,1011,0.009891196834817012,NM_001298431,FBgn0002590,FBgn0002590,1392.3280632411067,FBgn0002590
rna-NM_001298432.1,10,1380,0.007246376811594203,NM_001298432,FBgn0002590,FBgn0002590,1392.3280632411067,FBgn0002590
rna-NM_001298433.1,10,809,0.012360939431396786,NM_001298433,FBgn0002590,FBgn0002590,1392.3280632411067,FBgn0002590
rna-NM_132968.2,0,997,0.0,NM_132968,FBgn0260747,FBgn0260747,267.7114624505929,FBgn0260747
rna-NM_001298434.1,0,1260,0.0,NM_001298434,FBgn0260747,FBgn0260747,267.7114624505929,FBgn0260747
rna-NM_001370033.1,328,6861,0.04780644220959044,NM_001370033,FBgn0286809,FBgn0286809,15.542292490118577,FBgn0286809
rna-NM_080034.3,123,2852,0.043127629733520335,NM_080034,FBgn0286809,FBgn0286809,15.542292490118577,FBgn0286809
rna-NM_167558.2,252,5073,0.04967474866942637,NM_167558,FBgn0286809,FBgn0286809,15.542292490118577,FBgn0286809
rna-NM_001042818.4,484,10439,0.04636459430979979,NM_001042818,FBgn0000163,FBgn0000163,55.39525691699605,FBgn0000163
rna-NM_001298436.2,477,10334,0.046158312366944065,NM_001298436,FBgn0000163,FBgn0000163,55.39525691699605,FBgn0000163
rna-NM_001298435.2,285,6485,0.04394757131842714,NM_001298435,FBgn0000163,FBgn0000163,55.39525691699605,FBgn0000163
rna-NM_001298440.1,230,4371,0.0526195378631892,NM_001298440,FBgn0030833,FBgn0030833,54.75494071146245,FBgn0030833
rna-NM_132980.3,196,3572,0.054871220604703244,NM_132980,FBgn0030833,FBgn0030833,54.75494071146245,FBgn0030833
rna-NM_132981.3,32,1071,0.029878618113912233,NM_132981,FBgn0030834,FBgn0030834,7.124505928853753,FBgn0030834
rna-NM_001298442.1,110,2047,0.0537371763556424,NM_001298442,FBgn0030838,FBgn0030838,33.83794466403162,FBgn0030838
rna-NM_176748.2,98,1995,0.04912280701754386,NM_176748,FBgn0030838,FBgn0030838,33.83794466403162,FBgn0030838
rna-NM_132985.4,97,1943,0.049922799794132784,NM_132985,FBgn0030838,FBgn0030838,33.83794466403162,FBgn0030838
rna-NM_167568.3,85,1740,0.04885057471264368,NM_167568,FBgn0030838,FBgn0030838,33.83794466403162,FBgn0030838
rna-NM_167567.2,81,1664,0.048677884615384616,NM_167567,FBgn0030838,FBgn0030838,33.83794466403162,FBgn0030838
rna-NM_078661.4,159,3387,0.046944198405668734,NM_078661,FBgn0024238,FBgn0024238,74.80632411067194,FBgn0024238
rna-NM_167564.2,143,3269,0.043744264301009486,NM_167564,FBgn0024238,FBgn0024238,74.80632411067194,FBgn0024238
rna-NM_167565.2,138,3236,0.04264524103831891,NM_167565,FBgn0024238,FBgn0024238,74.80632411067194,FBgn0024238
rna-NM_001272712.1,159,3142,0.05060471037555697,NM_001272712,FBgn0004854,FBgn0004854,1.233596837944664,FBgn0004854
rna-NM_078662.3,158,3102,0.050934880722114766,NM_078662,FBgn0004854,FBgn0004854,1.233596837944664,FBgn0004854
rna-NM_001272713.1,149,2724,0.05469897209985316,NM_001272713,FBgn0011758,FBgn0011758,1.0268774703557306,FBgn0011758
rna-NM_078663.3,149,2719,0.05479955866127253,NM_078663,FBgn0011758,FBgn0011758,1.0268774703557306,FBgn0011758
rna-NM_176749.2,227,4145,0.054764776839565744,NM_176749,FBgn0027602,FBgn0027602,42.54545454545455,FBgn0027602
rna-NM_132986.5,208,3614,0.05755395683453238,NM_132986,FBgn0027602,FBgn0027602,42.54545454545455,FBgn0027602
rna-NM_001298443.1,237,3917,0.060505488894562164,NM_001298443,FBgn0027602,FBgn0027602,42.54545454545455,FBgn0027602
rna-NM_132987.2,109,2138,0.0509822263797942,NM_132987,FBgn0030839,FBgn0030839,3.094466403162059,FBgn0030839
rna-NM_176750.2,99,1969,0.05027932960893855,NM_176750,FBgn0030839,FBgn0030839,3.094466403162059,FBgn0030839
rna-NM_001272715.2,253,7877,0.032118826964580426,NM_001272715,FBgn0263706,FBgn0263706,48.968774703557315,FBgn0263706
rna-NM_001272714.2,327,9857,0.033174393831794664,NM_001272714,FBgn0263706,FBgn0263706,48.968774703557315,FBgn0263706
rna-NM_001169309.2,214,7090,0.030183356840620592,NM_001169309,FBgn0263706,FBgn0263706,48.968774703557315,FBgn0263706
